,Session ID,Mouse ID,Date,Phase,Left Reward Prob,Right Reward Prob,Block Range Min,Block Range Max,No. Trials,No. Blocks,No. Rewards,p(high Port),Decision Window Duration,Min Inter-trial-interval,Left Solenoid Duration,Right Solenoid Duration
553,02232017_K1,K1,2017-02-23 00:00:00,2.0,0.1,0.9,50.0,50.0,401.0,6.0,321.0,0.86,2.0,1.0,35.0,35.0
554,02242017_K1,K1,2017-02-24 00:00:00,2.0,0.1,0.9,50.0,50.0,362.0,5.0,291.0,0.87,2.0,1.0,35.0,35.0
555,02272017_K1,K1,2017-02-27 00:00:00,2.0,0.1,0.9,50.0,50.0,542.0,8.0,423.0,0.88,2.0,1.0,35.0,35.0
556,03012017_K1,K1,2017-03-01 00:00:00,2.0,0.9,0.1,50.0,50.0,516.0,8.0,417.0,0.89,2.0,1.0,35.0,35.0
557,03022017_K1,K1,2017-03-02 00:00:00,2.0,0.1,0.9,50.0,50.0,502.0,8.0,400.0,0.89,2.0,1.0,35.0,35.0
558,03032017_K1,K1,2017-03-03 00:00:00,2.0,0.9,0.1,50.0,50.0,502.0,8.0,401.0,0.88,2.0,1.0,35.0,35.0
559,01182017_K7,K7,2017-01-18 00:00:00,0.0,1.0,1.0,1000.0,1000.0,3.0,0.0,3.0,0.0,10.0,1.0,40.0,35.0
560,01242017_K7,K7,2017-01-24 00:00:00,1.0,1.0,1.0,1000.0,1000.0,192.0,0.0,192.0,0.0,15.0,1.0,50.0,50.0
561,01252017_K7,K7,2017-01-25 00:00:00,1.0,1.0,1.0,1000.0,1000.0,383.0,0.0,383.0,0.0,10.0,1.0,35.0,35.0
562,01262017_K7,K7,2017-01-26 00:00:00,2.0,0.0,1.0,30.0,30.0,404.0,6.0,190.0,0.47,5.0,1.0,35.0,35.0
563,01272017_K7,K7,2017-01-27 00:00:00,2.0,0.0,1.0,50.0,50.0,253.0,3.0,171.0,0.68,5.0,1.0,35.0,35.0
564,01302017_K7,K7,2017-01-30 00:00:00,2.0,1.0,0.0,50.0,50.0,319.0,5.0,261.0,0.82,2.0,1.0,35.0,35.0
565,02012017_K7,K7,2017-02-01 00:00:00,2.0,0.0,1.0,50.0,50.0,459.0,8.0,417.0,0.91,2.0,1.0,35.0,35.0
566,02022017_K7,K7,2017-02-02 00:00:00,2.0,1.0,0.0,50.0,50.0,468.0,8.0,426.0,0.91,2.0,1.0,35.0,35.0
567,02032017_K7,K7,2017-02-03 00:00:00,2.0,0.0,1.0,50.0,50.0,460.0,8.0,408.0,0.89,2.0,1.0,35.0,35.0
568,02142017_K7,K7,2017-02-14 00:00:00,2.0,1.0,0.0,50.0,50.0,532.0,9.0,491.0,0.92,2.0,1.0,35.0,35.0
569,02152017_K7,K7,2017-02-15 00:00:00,2.0,0.0,1.0,50.0,50.0,525.0,9.0,493.0,0.94,2.0,1.0,35.0,35.0
570,02162017_K7,K7,2017-02-16 00:00:00,2.0,0.0,1.0,30.0,30.0,470.0,14.0,422.0,0.9,2.0,1.0,35.0,35.0
571,02172017_K7,K7,2017-02-17 00:00:00,2.0,0.0,1.0,30.0,30.0,469.0,13.0,414.0,0.88,2.0,1.0,35.0,35.0
572,02202017_K7,K7,2017-02-20 00:00:00,2.0,1.0,0.0,30.0,30.0,513.0,15.0,457.0,0.89,2.0,1.0,35.0,35.0
573,02212017_K7,K7,2017-02-21 00:00:00,2.0,0.1,0.9,50.0,50.0,531.0,8.0,405.0,0.85,2.0,1.0,35.0,35.0
574,02222017_K7,K7,2017-02-22 00:00:00,2.0,0.9,0.1,50.0,50.0,526.0,8.0,410.0,0.84,2.0,1.0,35.0,35.0
575,02232017_K7,K7,2017-02-23 00:00:00,2.0,0.9,0.1,50.0,50.0,537.0,7.0,398.0,0.83,2.0,1.0,35.0,35.0
576,02242017_K7,K7,2017-02-24 00:00:00,2.0,0.1,0.9,50.0,50.0,474.0,7.0,365.0,0.86,2.0,1.0,35.0,35.0
577,02272017_K7,K7,2017-02-27 00:00:00,2.0,0.1,0.9,50.0,50.0,544.0,8.0,424.0,0.84,2.0,1.0,35.0,35.0
578,03012017_K7,K7,2017-03-01 00:00:00,2.0,0.9,0.1,50.0,50.0,522.0,8.0,405.0,0.88,2.0,1.0,35.0,35.0
579,03022017_K7,K7,2017-03-02 00:00:00,2.0,0.1,0.9,50.0,50.0,500.0,8.0,400.0,0.87,2.0,1.0,35.0,35.0
580,03032017_K7,K7,2017-03-03 00:00:00,2.0,0.9,0.1,50.0,50.0,622.0,9.0,488.0,0.87,2.0,1.0,35.0,35.0
581,01182017_K9,K9,2017-01-18 00:00:00,0.0,1.0,1.0,1000.0,1000.0,2.0,0.0,0.0,0.0,10.0,1.0,35.0,40.0
582,01262017_K9,K9,2017-01-26 00:00:00,0.0,1.0,1.0,1000.0,1000.0,4.0,0.0,0.0,0.0,10.0,1.0,35.0,35.0
583,01272017_K9,K9,2017-01-27 00:00:00,1.0,1.0,1.0,1000.0,1000.0,45.0,0.0,45.0,0.0,10.0,1.0,35.0,35.0
584,01302017_K9,K9,2017-01-30 00:00:00,1.0,1.0,1.0,1000.0,1000.0,83.0,0.0,83.0,0.0,5.0,1.0,35.0,35.0
585,01312017_K9,K9,2017-01-31 00:00:00,1.0,1.0,1.0,1000.0,1000.0,41.0,0.0,41.0,0.0,2.0,1.0,35.0,35.0
586,02012017_K9,K9,2017-02-01 00:00:00,2.0,0.0,1.0,50.0,50.0,91.0,1.0,53.0,0.58,3.0,1.0,35.0,35.0
587,02022017_K9,K9,2017-02-02 00:00:00,2.0,0.0,1.0,50.0,50.0,222.0,1.0,68.0,0.31,2.0,1.0,35.0,35.0
588,02032017_K9,K9,2017-02-03 00:00:00,2.0,0.0,1.0,50.0,50.0,166.0,1.0,70.0,0.42,2.0,1.0,35.0,35.0
589,02132017_K9,K9,2017-02-13 00:00:00,2.0,1.0,0.0,50.0,50.0,201.0,2.0,114.0,0.57,2.0,1.0,35.0,35.0
590,02142017_K9,K9,2017-02-14 00:00:00,2.0,1.0,0.0,50.0,50.0,117.0,1.0,50.0,0.44,2.0,1.0,35.0,35.0
591,02152017_K9,K9,2017-02-15 00:00:00,2.0,1.0,0.0,50.0,50.0,220.0,2.0,138.0,0.63,2.0,1.0,35.0,35.0
592,02162017_K9,K9,2017-02-16 00:00:00,2.0,0.0,1.0,30.0,30.0,119.0,2.0,86.0,0.72,2.0,1.0,35.0,35.0
593,02172017_K9,K9,2017-02-17 00:00:00,2.0,1.0,0.0,30.0,30.0,176.0,4.0,124.0,0.7,2.0,1.0,35.0,35.0
594,02202017_K9,K9,2017-02-20 00:00:00,2.0,1.0,0.0,30.0,30.0,325.0,7.0,232.0,0.71,2.0,1.0,35.0,35.0
595,02212017_K9,K9,2017-02-21 00:00:00,2.0,0.1,0.9,50.0,50.0,337.0,4.0,211.0,0.68,2.0,1.0,35.0,35.0
596,02222017_K9,K9,2017-02-22 00:00:00,2.0,0.1,0.0,50.0,50.0,71.0,1.0,52.0,0.61,2.0,1.0,35.0,35.0
597,02232017_K9,K9,2017-02-23 00:00:00,2.0,0.1,0.9,50.0,50.0,318.0,4.0,216.0,0.78,2.0,1.0,35.0,35.0
598,02242017_K9,K9,2017-02-24 00:00:00,2.0,0.9,0.1,50.0,50.0,186.0,2.0,136.0,0.72,2.0,1.0,35.0,35.0
599,02272017_K9,K9,2017-02-27 00:00:00,2.0,0.9,0.1,50.0,50.0,553.0,7.0,395.0,0.77,2.0,1.0,35.0,35.0
600,03012017_K9,K9,2017-03-01 00:00:00,2.0,0.9,0.1,50.0,50.0,353.0,4.0,247.0,0.73,2.0,1.0,35.0,35.0
601,03022017_K9,K9,2017-03-02 00:00:00,2.0,0.9,0.1,50.0,50.0,336.0,5.0,250.0,0.79,2.0,1.0,35.0,35.0
602,03032017_K9,K9,2017-03-03 00:00:00,2.0,0.1,0.9,50.0,50.0,465.0,6.0,343.0,0.77,2.0,1.0,35.0,35.0
603,01182017_K10,K10,2017-01-18 00:00:00,0.0,1.0,1.0,1000.0,1000.0,1.0,0.0,1.0,0.0,10.0,1.0,40.0,35.0
604,01182017_K11,K11,2017-01-18 00:00:00,0.0,1.0,1.0,1000.0,1000.0,4.0,0.0,3.0,0.0,10.0,1.0,35.0,40.0
605,02012017_K11,K11,2017-02-01 00:00:00,0.0,1.0,1.0,1000.0,1000.0,1.0,0.0,1.0,0.0,15.0,1.0,50.0,50.0
606,02022017_K11,K11,2017-02-02 00:00:00,1.0,1.0,1.0,1000.0,1000.0,50.0,0.0,50.0,0.0,15.0,1.0,50.0,50.0
607,02032017_K11,K11,2017-02-03 00:00:00,1.0,1.0,1.0,1000.0,1000.0,93.0,0.0,93.0,0.0,10.0,1.0,35.0,35.0
608,02022017_K13,K13,2017-02-02 00:00:00,1.0,0.0,0.0,50.0,50.0,60.0,1.0,50.0,0.0,15.0,1.0,50.0,50.0
609,02032017_K13,K13,2017-02-03 00:00:00,1.0,1.0,1.0,1000.0,1000.0,107.0,0.0,107.0,0.0,10.0,1.0,35.0,35.0
610,02142017_K13,K13,2017-02-14 00:00:00,1.0,1.0,1.0,1000.0,1000.0,166.0,0.0,166.0,0.0,10.0,1.0,50.0,50.0
611,02152017_K13,K13,2017-02-15 00:00:00,2.0,0.0,1.0,50.0,50.0,218.0,1.0,91.0,0.42,5.0,1.0,35.0,35.0
612,02162017_K13,K13,2017-02-16 00:00:00,2.0,0.0,1.0,50.0,50.0,287.0,4.0,210.0,0.73,3.0,1.0,35.0,35.0
613,02172017_K13,K13,2017-02-17 00:00:00,2.0,0.0,1.0,50.0,50.0,446.0,7.0,385.0,0.86,2.0,1.0,35.0,35.0
614,02202017_K13,K13,2017-02-20 00:00:00,2.0,1.0,0.0,50.0,50.0,463.0,7.0,396.0,0.86,2.0,1.0,35.0,35.0
615,02212017_K13,K13,2017-02-21 00:00:00,2.0,0.1,0.9,50.0,50.0,579.0,8.0,439.0,0.82,2.0,1.0,35.0,35.0
616,02222017_K13,K13,2017-02-22 00:00:00,2.0,0.1,0.9,50.0,50.0,523.0,7.0,398.0,0.85,2.0,1.0,35.0,35.0
617,02232017_K13,K13,2017-02-23 00:00:00,2.0,0.1,0.9,50.0,50.0,554.0,8.0,433.0,0.86,2.0,1.0,35.0,35.0
618,02242017_K13,K13,2017-02-24 00:00:00,2.0,0.1,0.9,50.0,50.0,490.0,7.0,376.0,0.86,2.0,1.0,35.0,35.0
619,02272017_K13,K13,2017-02-27 00:00:00,2.0,0.1,0.9,50.0,50.0,568.0,8.0,446.0,0.87,2.0,1.0,35.0,35.0
620,03012017_K13,K13,2017-03-01 00:00:00,2.0,0.1,0.9,50.0,50.0,608.0,9.0,496.0,0.88,2.0,1.0,35.0,35.0
621,03022017_K13,K13,2017-03-02 00:00:00,2.0,0.9,0.1,50.0,50.0,564.0,9.0,450.0,0.88,2.0,1.0,35.0,35.0
622,03032017_K13,K13,2017-03-03 00:00:00,2.0,0.1,0.9,50.0,50.0,530.0,8.0,415.0,0.85,2.0,1.0,35.0,35.0
623,01182017_q43,q43,2017-01-18 00:00:00,2.0,0.1,0.9,50.0,50.0,311.0,5.0,251.0,0.83,3.0,1.0,40.0,35.0
624,01242017_q43,q43,2017-01-24 00:00:00,2.0,0.1,0.9,50.0,50.0,362.0,4.0,250.0,0.71,2.0,1.0,35.0,35.0
625,01252017_q43,q43,2017-01-25 00:00:00,2.0,0.1,0.9,50.0,50.0,520.0,8.0,405.0,0.87,2.0,1.0,35.0,35.0
626,01262017_q43,q43,2017-01-26 00:00:00,2.0,0.9,0.1,50.0,50.0,541.0,8.0,421.0,0.85,2.0,1.0,35.0,35.0
627,01272017_q43,q43,2017-01-27 00:00:00,2.0,0.1,0.9,50.0,50.0,550.0,8.0,425.0,0.82,2.0,1.0,35.0,35.0
628,01302017_q43,q43,2017-01-30 00:00:00,2.0,0.1,0.9,50.0,50.0,546.0,8.0,399.0,0.8,2.0,1.0,35.0,35.0
629,01312017_q43,q43,2017-01-31 00:00:00,2.0,0.9,0.1,50.0,50.0,561.0,8.0,404.0,0.82,2.0,1.0,35.0,35.0
630,02012017_q43,q43,2017-02-01 00:00:00,2.0,0.9,0.1,50.0,50.0,607.0,9.0,493.0,0.92,2.0,1.0,35.0,35.0
631,02022017_q43,q43,2017-02-02 00:00:00,2.0,0.9,0.1,50.0,50.0,511.0,8.0,420.0,0.9,2.0,1.0,35.0,35.0
632,02202017_q43,q43,2017-02-20 00:00:00,2.0,0.9,0.1,50.0,50.0,523.0,8.0,395.0,0.8,2.0,1.0,35.0,35.0
633,02212017_q43,q43,2017-02-21 00:00:00,2.0,0.9,0.1,50.0,50.0,574.0,9.0,450.0,0.84,2.0,1.0,35.0,35.0
634,02222017_q43,q43,2017-02-22 00:00:00,2.0,0.1,0.9,50.0,50.0,554.0,9.0,458.0,0.89,2.0,1.0,35.0,35.0
635,02232017_q43,q43,2017-02-23 00:00:00,2.0,0.1,0.9,50.0,50.0,562.0,8.0,430.0,0.83,2.0,1.0,35.0,35.0
636,02242017_q43,q43,2017-02-24 00:00:00,2.0,0.1,0.9,50.0,50.0,555.0,9.0,454.0,0.9,2.0,1.0,35.0,35.0
637,02272017_q43,q43,2017-02-27 00:00:00,2.0,0.1,0.9,50.0,50.0,575.0,8.0,449.0,0.87,2.0,1.0,35.0,35.0
638,03012017_q43,q43,2017-03-01 00:00:00,2.0,0.1,0.9,50.0,50.0,555.0,9.0,457.0,0.9,2.0,1.0,35.0,35.0
639,03022017_q43,q43,2017-03-02 00:00:00,2.0,0.1,0.9,50.0,50.0,533.0,8.0,421.0,0.86,2.0,1.0,35.0,35.0
640,03032017_q43,q43,2017-03-03 00:00:00,2.0,0.1,0.9,50.0,50.0,503.0,8.0,410.0,0.89,2.0,1.0,35.0,35.0
641,01252017_q45,q45,2017-01-25 00:00:00,2.0,0.1,0.9,50.0,50.0,332.0,4.0,228.0,0.72,2.0,1.0,35.0,35.0
642,01262017_q45,q45,2017-01-26 00:00:00,2.0,0.9,0.1,50.0,50.0,335.0,4.0,230.0,0.78,2.0,1.0,35.0,35.0
643,01272017_q45,q45,2017-01-27 00:00:00,2.0,0.9,0.1,50.0,50.0,417.0,5.0,293.0,0.75,2.0,1.0,35.0,35.0
644,01302017_q45,q45,2017-01-30 00:00:00,2.0,0.1,0.9,50.0,50.0,529.0,8.0,425.0,0.86,2.0,1.0,35.0,35.0
645,01312017_q45,q45,2017-01-31 00:00:00,2.0,0.1,0.9,50.0,50.0,532.0,7.0,393.0,0.83,2.0,1.0,35.0,35.0
646,02012017_q45,q45,2017-02-01 00:00:00,2.0,0.1,0.9,50.0,50.0,515.0,8.0,407.0,0.87,2.0,1.0,35.0,35.0
647,02022017_q45,q45,2017-02-02 00:00:00,2.0,0.1,0.9,50.0,50.0,467.0,7.0,356.0,0.82,2.0,1.0,35.0,35.0
648,02202017_q45,q45,2017-02-20 00:00:00,2.0,0.1,0.9,50.0,50.0,510.0,7.0,390.0,0.86,2.0,1.0,35.0,35.0
649,02212017_q45,q45,2017-02-21 00:00:00,2.0,0.9,0.1,50.0,50.0,719.0,11.0,561.0,0.86,2.0,1.0,35.0,35.0
650,02222017_q45,q45,2017-02-22 00:00:00,2.0,0.9,0.1,50.0,50.0,553.0,8.0,430.0,0.85,2.0,1.0,35.0,35.0
651,02232017_q45,q45,2017-02-23 00:00:00,2.0,0.9,0.1,50.0,50.0,462.0,7.0,381.0,0.89,2.0,1.0,35.0,35.0
652,02242017_q45,q45,2017-02-24 00:00:00,2.0,0.9,0.1,50.0,50.0,420.0,6.0,328.0,0.83,2.0,1.0,35.0,35.0
653,03012017_q45,q45,2017-03-01 00:00:00,2.0,0.1,0.9,50.0,50.0,497.0,7.0,396.0,0.87,2.0,1.0,35.0,35.0
654,03022017_q45,q45,2017-03-02 00:00:00,2.0,0.1,0.9,50.0,50.0,558.0,8.0,431.0,0.87,2.0,1.0,35.0,35.0
655,03032017_q45,q45,2017-03-03 00:00:00,2.0,0.1,0.9,50.0,50.0,515.0,8.0,440.0,0.9,2.0,1.0,35.0,35.0
656,03082017_k1,K1,2017-03-08 00:00:00,2.0,0.1,0.9,50.0,50.0,516.0,8.0,399.0,0.83,2.0,1.0,35.0,35.0
657,03082017_k13,K13,2017-03-08 00:00:00,2.0,0.9,0.1,50.0,50.0,456.0,7.0,351.0,0.86,2.0,1.0,35.0,35.0
658,03082017_k7,K7,2017-03-08 00:00:00,2.0,0.1,0.9,50.0,50.0,460.0,6.0,344.0,0.82,2.0,1.0,35.0,35.0
659,03082017_k9,K9,2017-03-08 00:00:00,2.0,0.1,0.9,50.0,50.0,463.0,6.0,349.0,0.81,2.0,1.0,35.0,35.0
660,03082017_Q43,Q43,2017-03-08 00:00:00,2.0,0.9,0.1,50.0,50.0,588.0,9.0,464.0,0.88,2.0,1.0,35.0,35.0
661,03082017_Q45,Q45,2017-03-08 00:00:00,2.0,0.1,0.9,50.0,50.0,521.0,8.0,402.0,0.84,2.0,1.0,35.0,35.0
662,03092017_K1,K1,2017-03-09 00:00:00,2.0,0.1,0.9,50.0,50.0,495.0,7.0,372.0,0.82,2.0,1.0,35.0,35.0
663,03092017_K13,K13,2017-03-09 00:00:00,2.0,0.9,0.1,50.0,50.0,525.0,8.0,406.0,0.85,2.0,1.0,35.0,35.0
664,03092017_K7,K7,2017-03-09 00:00:00,2.0,0.9,0.1,50.0,50.0,399.0,6.0,321.0,0.91,2.0,1.0,35.0,35.0
665,03092017_K9,K9,2017-03-09 00:00:00,2.0,0.9,0.1,50.0,50.0,355.0,4.0,240.0,0.75,2.0,1.0,35.0,35.0
666,03092017_Q43,Q43,2017-03-09 00:00:00,2.0,0.9,0.1,50.0,50.0,517.0,8.0,437.0,0.9,2.0,1.0,35.0,35.0
667,03092017_Q45,Q45,2017-03-09 00:00:00,2.0,0.9,0.1,50.0,50.0,544.0,8.0,432.0,0.86,2.0,1.0,35.0,35.0
668,03132017_K1,K1,2017-03-13 00:00:00,2.0,0.9,0.1,50.0,50.0,496.0,8.0,401.0,0.89,2.0,1.0,35.0,35.0
669,03132017_K13,K13,2017-03-13 00:00:00,2.0,0.2,0.8,50.0,50.0,627.0,8.0,438.0,0.84,2.0,1.0,35.0,35.0
670,03132017_K7,K7,2017-03-13 00:00:00,2.0,0.8,0.2,50.0,50.0,589.0,8.0,400.0,0.81,2.0,1.0,35.0,35.0
671,03132017_K9,K9,2017-03-13 00:00:00,2.0,0.9,0.1,50.0,50.0,196.0,2.0,133.0,0.76,2.0,1.0,35.0,35.0
672,03132017_Q43,Q43,2017-03-13 00:00:00,2.0,0.2,0.8,50.0,50.0,584.0,9.0,450.0,0.9,2.0,1.0,35.0,35.0
673,03132017_Q45,Q45,2017-03-13 00:00:00,2.0,0.1,0.9,50.0,50.0,565.0,9.0,449.0,0.86,2.0,1.0,35.0,35.0
674,03142017_K1,K1,2017-03-14 00:00:00,2.0,0.1,0.9,50.0,50.0,563.0,8.0,436.0,0.85,2.0,1.0,35.0,35.0
675,03142017_K13,K13,2017-03-14 00:00:00,2.0,0.8,0.2,50.0,50.0,339.0,5.0,251.0,0.84,2.0,1.0,35.0,35.0
676,03142017_K7,K7,2017-03-14 00:00:00,2.0,0.8,0.2,50.0,50.0,519.0,7.0,378.0,0.89,2.0,1.0,35.0,35.0
677,03142017_K9,K9,2017-03-14 00:00:00,2.0,0.8,0.2,50.0,50.0,400.0,5.0,255.0,0.78,2.0,1.0,35.0,35.0
678,03142017_Q43,Q43,2017-03-14 00:00:00,2.0,0.2,0.8,50.0,50.0,564.0,8.0,404.0,0.85,2.0,1.0,35.0,35.0
679,03142017_Q45,Q45,2017-03-14 00:00:00,2.0,0.9,0.1,50.0,50.0,594.0,9.0,484.0,0.9,2.0,1.0,35.0,35.0
680,03152017_K1,K1,2017-03-15 00:00:00,2.0,0.2,0.8,50.0,50.0,559.0,8.0,418.0,0.89,2.0,1.0,35.0,35.0
681,03152017_K13,K13,2017-03-15 00:00:00,2.0,0.2,0.8,50.0,50.0,566.0,8.0,405.0,0.89,2.0,1.0,35.0,35.0
682,03152017_K7,K7,2017-03-15 00:00:00,2.0,0.2,0.8,50.0,50.0,605.0,8.0,411.0,0.84,2.0,1.0,35.0,35.0
683,03152017_K9,K9,2017-03-15 00:00:00,2.0,0.9,0.1,50.0,50.0,207.0,2.0,147.0,0.81,2.0,1.0,35.0,35.0
684,03152017_Q43,Q43,2017-03-15 00:00:00,2.0,0.2,0.8,50.0,50.0,547.0,8.0,400.0,0.89,2.0,1.0,35.0,35.0
685,03152017_Q45,Q45,2017-03-15 00:00:00,2.0,0.8,0.2,50.0,50.0,661.0,9.0,452.0,0.83,2.0,1.0,35.0,35.0
686,03162017_K1,K1,2017-03-16 00:00:00,2.0,0.8,0.2,50.0,50.0,539.0,8.0,404.0,0.89,2.0,1.0,35.0,35.0
687,03162017_K13,K13,2017-03-16 00:00:00,2.0,0.8,0.2,50.0,50.0,593.0,8.0,402.0,0.85,2.0,1.0,35.0,35.0
688,03162017_K7,K7,2017-03-16 00:00:00,2.0,0.8,0.2,50.0,50.0,569.0,8.0,406.0,0.85,2.0,1.0,35.0,35.0
689,03162017_K9,K9,2017-03-16 00:00:00,2.0,0.9,0.1,50.0,50.0,402.0,5.0,275.0,0.75,2.0,1.0,35.0,35.0
690,03162017_Q43,Q43,2017-03-16 00:00:00,2.0,0.2,0.8,50.0,50.0,650.0,9.0,467.0,0.83,2.0,1.0,35.0,35.0
691,03162017_Q45,Q45,2017-03-16 00:00:00,2.0,0.8,0.2,50.0,50.0,576.0,8.0,403.0,0.87,2.0,1.0,35.0,35.0
692,03172017_K1,K1,2017-03-17 00:00:00,2.0,0.2,0.8,50.0,50.0,540.0,8.0,402.0,0.88,2.0,1.0,35.0,35.0
693,03172017_K13,K13,2017-03-17 00:00:00,2.0,0.2,0.8,50.0,50.0,593.0,8.0,406.0,0.8,2.0,1.0,35.0,35.0
694,03172017_K7,K7,2017-03-17 00:00:00,2.0,0.2,0.8,50.0,50.0,600.0,8.0,418.0,0.87,2.0,1.0,35.0,35.0
695,03172017_K9,K9,2017-03-17 00:00:00,2.0,0.9,0.1,50.0,50.0,409.0,6.0,303.0,0.77,2.0,1.0,35.0,35.0
696,03172017_Q43,Q43,2017-03-17 00:00:00,2.0,0.2,0.8,50.0,50.0,569.0,8.0,412.0,0.85,2.0,1.0,35.0,35.0
697,03172017_Q45,Q45,2017-03-17 00:00:00,2.0,0.8,0.2,50.0,50.0,618.0,9.0,453.0,0.88,2.0,1.0,35.0,35.0
